Title,Summary,Predicted Bias,Stance
"Federal prosecutors plan to file charges against Rep. Grimm, attorney says","The decision follows a two-year FBI investigation. ""We are disappointed by the government's decision, but hardly surprised,"" says Grimm's spokesman.",right,left
"Federal prosecutors plan to file charges against Rep. Grimm, attorney says","The decision follows a two-year FBI investigation. ""We are disappointed by the government's decision, but hardly surprised,"" says Grimm's attorney.",right,left
"Federal prosecutors plan to file charges against Rep. Grimm, attorney says","The decision follows a two-year FBI investigation into Grimm's campaign history. ""We are disappointed by the government's decision, but hardly surprised,"" Grimm's spokesman says. The House Ethics Committee announced in November that Grimm was under investigation.",center,right
"Federal prosecutors plan to file charges against Rep. Grimm, attorney says","The decision follows a two-year FBI investigation into Grimm's campaign history. ""We are disappointed by the government's decision, but hardly surprised,"" says Grimm's attorney. The House Ethics Committee announced in November that Grimm was under investigation.",center,right
"Federal prosecutors plan to file charges against Rep. Grimm, attorney says","The decision follows a two-year FBI investigation into Grimm's campaign history. ""We are disappointed by the government's decision, but hardly surprised,"" Grimm's spokesman says.",center,right
"Federal prosecutors plan to file charges against Rep. Grimm, attorney says","The decision follows a two-year FBI investigation. The House Ethics Committee announced in November that Grimm was under investigation. Grimm has acknowledged receiving $250,000 to $300,000 in contributions.",center,center
"Federal prosecutors plan to file charges against Rep. Grimm, attorney says",The decision follows a two-year FBI investigation. The House Ethics Committee announced in November that Grimm was under investigation. Grimm has denied knowledge of any improprieties.,center,center
"Federal prosecutors plan to file charges against Rep. Grimm, attorney says","The decision follows a two-year FBI investigation. ""We are disappointed by the government's decision,"" Grimm's office says.",center,center
Top House Republican Hints At Immigration Principles,House Majority Whip Kevin McCarthy (R-Calif.) said he would support allowing undocumented immigrants to stay in the U.S. But he stopped short of calling for a path to citizenship.,center,left
Top House Republican Hints At Immigration Principles,House Majority Whip Kevin McCarthy (R-Calif.) says he would support allowing undocumented immigrants to stay in the U.S. But he stopped short of calling for a path to citizenship.,center,left
Top House Republican Hints At Immigration Principles,House Majority Whip Kevin McCarthy (R-Calif.) said he would support allowing undocumented immigrants to stay in the U.S. He stopped short of calling for a path to citizenship.,center,left
Top House Republican Hints At Immigration Principles,House Majority Whip Kevin McCarthy (R-Calif.) said he would support allowing undocumented immigrants to stay in the U.S. But he stopped short of calling for a path to citizenship. McCarthy has been a longtime target of immigration activists.,center,right
Top House Republican Hints At Immigration Principles,House Majority Whip Kevin McCarthy (R-Calif.) said he would support allowing undocumented immigrants to stay in the U.S. But he stopped short of calling for a path to citizenship.,center,right
Top House Republican Hints At Immigration Principles,House Majority Whip Kevin McCarthy (R-Calif.) said he would support allowing undocumented immigrants to stay in the U.S. But McCarthy stopped short of calling for a path to citizenship.,center,right
Top House Republican Hints At Immigration Principles,House Majority Whip Kevin McCarthy (R-Calif.) said he would support allowing undocumented immigrants to stay in the U.S. But he stopped short of calling for a path to citizenship. McCarthy has previously been more open to immigration reform than many of his House Republican colleagues.,center,center
Top House Republican Hints At Immigration Principles,House Majority Whip Kevin McCarthy (R-Calif.) said he would support allowing undocumented immigrants to stay in the U.S. But he stopped short of calling for a path to citizenship. McCarthy has been a longtime target of immigration activists.,center,center
Top House Republican Hints At Immigration Principles,House Majority Whip Kevin McCarthy (R-Calif.) said he would support allowing undocumented immigrants to stay in the U.S. But he stopped short of calling for a path to citizenship.,center,center
"G.O.P. Aide Quits After Ridiculing Obama’s Daughters, Sasha and Malia","Elizabeth Lauten, 31, wrote an open letter to Sasha and Malia Obama on her Facebook page. She said they should “try showing a little class” and “dress like you deserve respect, not a spot at a bar” A flood of angry responses quickly followed.",left,left
"G.O.P. Aide Quits After Ridiculing Obama’s Daughters, Sasha and Malia","Elizabeth Lauten, 31, wrote an open letter to Sasha and Malia Obama on her Facebook page. She said they should “try showing a little class” and “dress like you deserve respect, not a spot at a bar” A flood of angry responses quickly followed on the Internet.",left,left
"G.O.P. Aide Quits After Ridiculing Obama’s Daughters, Sasha and Malia","Elizabeth Lauten, 31, wrote an open letter to Sasha and Malia Obama on her Facebook page. She said they should “try showing a little class” and “dress like you deserve respect, not a spot at a bar” A flood of angry responses quickly followed on Twitter.",left,left
"G.O.P. Aide Quits After Ridiculing Obama’s Daughters, Sasha and Malia","Elizabeth Lauten, 31, wrote an open letter to Sasha and Malia Obama on her Facebook page. She said they should “try showing a little class” and “dress like you deserve respect, not a spot at a bar” The aide resigned as communications director to Representative Stephen Fincher.",left,right
"G.O.P. Aide Quits After Ridiculing Obama’s Daughters, Sasha and Malia","Elizabeth Lauten, 31, wrote an open letter to Sasha and Malia Obama on her Facebook page. She said they should “try showing a little class” and “dress like you deserve respect, not a spot at a bar” The aide, who has more than 14,000 followers on Twitter, later resigned.",center,right
"G.O.P. Aide Quits After Ridiculing Obama’s Daughters, Sasha and Malia","Elizabeth Lauten, 31, wrote an open letter to Sasha and Malia Obama on her Facebook page. She said they should “try showing a little class” and “dress like you deserve respect, not a spot at a bar” The aide, who has more than 14,000 followers on Twitter, resigned Monday.",center,right
"G.O.P. Aide Quits After Ridiculing Obama’s Daughters, Sasha and Malia","Elizabeth Lauten, 31, wrote an open letter to Sasha and Malia Obama on her Facebook page. She said they should “try showing a little class” and “dress like you deserve respect, not a spot at a bar” She later posted an apology for her “hurtful” words.",left,center
"G.O.P. Aide Quits After Ridiculing Obama’s Daughters, Sasha and Malia","Elizabeth Lauten, 31, wrote an open letter to Sasha and Malia Obama on her Facebook page. She said they should “try showing a little class” and “dress like you deserve respect, not a spot at a bar” She later posted an apology for her “hurtful’ words.",center,center
"G.O.P. Aide Quits After Ridiculing Obama’s Daughters, Sasha and Malia","Elizabeth Lauten, 31, wrote an open letter to Sasha and Malia Obama on her Facebook page. She said they should “try showing a little class” and “dress like you deserve respect, not a spot at a bar” Her views were widely circulated and eventually posted on Twitter by a reporter.",left,center
Aide to GOP lawmaker apologizes for Facebook post ripping Obama daughters,"Elizabeth Lauten wrote in a now-deleted Facebook post Friday that Malia and Sasha Obama, aged 16 and 13 respectively, should ""try showing a little class"" The communications pro also took a shot at President Obama and the first lady, writing ""your mother and father don’t respect their positions very much, or the nation for that matter""",right,left
Aide to GOP lawmaker apologizes for Facebook post ripping Obama daughters,"Elizabeth Lauten wrote in a now-deleted Facebook post Friday that Malia and Sasha Obama, aged 16 and 13 respectively, should ""try showing a little class"" The communications pro also took a shot at President Obama and the first lady, writing ""I’m guessing you’re coming up a little short in the 'good role model' department""",right,left
Aide to GOP lawmaker apologizes for Facebook post ripping Obama daughters,"Elizabeth Lauten wrote in a now-deleted Facebook post Friday that Malia and Sasha Obama, aged 16 and 13 respectively, should ""try showing a little class"" The communications pro also took a shot at President Obama and the first lady, writing ""your mother and father don’t respect their positions very much""",right,left
Aide to GOP lawmaker apologizes for Facebook post ripping Obama daughters,"Elizabeth Lauten wrote in a now-deleted Facebook post Friday that Malia and Sasha Obama, aged 16 and 13 respectively, should ""try showing a little class"" The communications pro also took a shot at President Obama and the first lady, writing ""your mother and father don’t respect their positions very much, or the nation for that matter"" The girls accompanied their father to Wednesday's ceremony, in which he pardoned two turkeys named Mac and Cheese.",right,right
Aide to GOP lawmaker apologizes for Facebook post ripping Obama daughters,"Elizabeth Lauten wrote in a now-deleted Facebook post Friday that Malia and Sasha Obama, aged 16 and 13 respectively, should ""try showing a little class"" The communications pro also took a shot at President Obama and the first lady, writing ""your mother and father don’t respect their positions very much, or the nation for that matter"" The girls accompanied their dad to Wednesday's ceremony, in which he pardoned two turkeys named Mac and Cheese.",right,right
Aide to GOP lawmaker apologizes for Facebook post ripping Obama daughters,"Elizabeth Lauten wrote in a now-deleted Facebook post Friday that Malia and Sasha Obama, aged 16 and 13 respectively, should ""try showing a little class"" The communications pro also took a shot at President Obama and the first lady, writing ""your mother and father don’t respect their positions very much, or the nation for that matter""",right,right
Aide to GOP lawmaker apologizes for Facebook post ripping Obama daughters,"Elizabeth Lauten wrote in a now-deleted Facebook post Friday that Malia and Sasha Obama, aged 16 and 13 respectively, should ""try showing a little class"" The communications pro also took a shot at President Obama and the first lady, writing ""your mother and father don’t respect their positions very much, or the nation for that matter""",right,center
Aide to GOP lawmaker apologizes for Facebook post ripping Obama daughters,"Elizabeth Lauten wrote in a now-deleted Facebook post Friday that Malia and Sasha Obama, aged 16 and 13 respectively, should ""try showing a little class"" The communications pro also took a shot at President Obama and the first lady, writing ""your mother and father don’t respect their positions very much, or the nation for that matter”",right,center
Aide to GOP lawmaker apologizes for Facebook post ripping Obama daughters,"Elizabeth Lauten wrote in a now-deleted Facebook post Friday that Malia and Sasha Obama, aged 16 and 13 respectively, should ""try showing a little class"" The communications pro also took a shot at President Obama and the first lady, writing ""your mother and father don’t respect their positions very much, or the nation""",right,center
Colorado's top cop defends pot law after challenges from neighboring states ,"Nebraska and Oklahoma say Colorado's pot law violates federal law. Colorado's attorney general says the lawsuit is without merit. Colorado has raised more than $60 million in taxes, licenses and fees from marijuana.",center,left
Colorado's top cop defends pot law after challenges from neighboring states ,"Nebraska and Oklahoma say Colorado's pot law violates federal law. Colorado's attorney general says the lawsuit is without merit. Colorado has raised more than $60 million in taxes, licenses and fees from pot.",center,left
Colorado's top cop defends pot law after challenges from neighboring states ,"Nebraska and Oklahoma say Colorado's pot law violates federal law. Colorado's attorney general says the lawsuit is without merit. Colorado has raised more than $60 million in taxes, licenses and fees.",center,left
Colorado's top cop defends pot law after challenges from neighboring states ,"Nebraska and Oklahoma want the U.S. Supreme Court to declare Colorado's marijuana law unconstitutional. The two states say the measure runs afoul of federal law and violates the Constitution's supremacy clause. Colorado has raised more than $60 million in taxes, licenses and fees from marijuana.",center,right
Colorado's top cop defends pot law after challenges from neighboring states ,"Nebraska and Oklahoma want the U.S. Supreme Court to declare Colorado's pot law unconstitutional. The two states say the drug is freely flowing into neighboring states. Colorado has raised more than $60 million in taxes, licenses and fees from medical and recreational marijuana.",center,right
Colorado's top cop defends pot law after challenges from neighboring states ,Nebraska and Oklahoma want the U.S. Supreme Court to declare Colorado's marijuana law unconstitutional. The two states say the measure runs afoul of federal law and violates the Constitution's supremacy clause. Colorado's top law enforcement official promises to vigorously defend the law.,center,right
Colorado's top cop defends pot law after challenges from neighboring states ,"Nebraska and Oklahoma say Colorado marijuana flows into their states. The two states filed a lawsuit seeking a court order to prevent Colorado from enforcing the measure. Colorado has raised more than $60 million in taxes, licenses and fees.",right,center
Colorado's top cop defends pot law after challenges from neighboring states ,Nebraska and Oklahoma say Colorado marijuana flows into their states. The two states filed a lawsuit seeking a court order to prevent Colorado from enforcing the measure. Colorado's top law enforcement official promises to vigorously defend the law.,right,center
Colorado's top cop defends pot law after challenges from neighboring states ,"Nebraska and Oklahoma say Colorado marijuana flows into their states. Colorado has raised more than $60 million in taxes, licenses and fees from medical and recreational marijuana.",center,center
"Eric Cantor Defeated by David Brat, Tea Party Challenger, in G.O.P. Primary Upset","Eric Cantor, the House majority leader, was soundly defeated on Tuesday by a Tea Party-backed economics professor. David Brat, a professor at Randolph-Macon College in Ashland, Va., toppled Mr. Cantor for being insufficiently conservative.",center,left
"Eric Cantor Defeated by David Brat, Tea Party Challenger, in G.O.P. Primary Upset","Eric Cantor, the House majority leader, was soundly defeated on Tuesday by a Tea Party-backed economics professor. David Brat, a professor at Randolph-Macon College in Ashland, Va., toppled Mr. Cantor for being soft on immigration.",center,left
"Eric Cantor Defeated by David Brat, Tea Party Challenger, in G.O.P. Primary Upset","Eric Cantor, the House majority leader, was soundly defeated on Tuesday by a Tea Party-backed economics professor. David Brat, a professor at Randolph-Macon College in Ashland, Va., toppled Mr. Cantor.",left,left
"Eric Cantor Defeated by David Brat, Tea Party Challenger, in G.O.P. Primary Upset","David Brat, a professor at Randolph-Macon College in Ashland, Va., toppled Mr. Cantor. Brat repeatedly criticized him for being soft on immigration and contending that he supported what critics call amnesty.",right,right
"Eric Cantor Defeated by David Brat, Tea Party Challenger, in G.O.P. Primary Upset","David Brat, a professor at Randolph-Macon College in Ashland, Va., toppled Mr. Cantor. Brat repeatedly criticized him for being soft on immigration and contending that he supported amnesty.",right,right
"Eric Cantor Defeated by David Brat, Tea Party Challenger, in G.O.P. Primary Upset","David Brat, a professor at Randolph-Macon College in Ashland, Va., toppled Mr. Cantor. Mr. Brat said that his candidacy had resonated with voters.",left,right
"Eric Cantor Defeated by David Brat, Tea Party Challenger, in G.O.P. Primary Upset","David Brat, a professor at Randolph-Macon College in Ashland, Va., toppled Mr. Cantor. Mr. Brat repeatedly criticized him for being soft on immigration and contending that he supported what critics call amnesty.",center,center
"Eric Cantor Defeated by David Brat, Tea Party Challenger, in G.O.P. Primary Upset","David Brat, a professor at Randolph-Macon College in Ashland, Va., toppled Mr. Cantor. Brat repeatedly criticized him for being soft on immigration and contending that he supported what critics call amnesty.",right,center
"Eric Cantor Defeated by David Brat, Tea Party Challenger, in G.O.P. Primary Upset","David Brat, a professor at Randolph-Macon College in Ashland, Va., toppled Mr. Cantor. Mr. Brat repeatedly criticized him for being soft on immigration.",left,center
U.S. Attorney Subpoenas Christie’s Campaign and New Jersey G.O.P.,Federal prosecutors in New Jersey have issued grand jury subpoenas to Gov. Chris Christie’s re-election campaign and the state Republican Party. The subpoenas are part of a preliminary inquiry into accusations that aides to Mr. Christie shut down access lanes to the George Washington Bridge as political retribution.,center,left
U.S. Attorney Subpoenas Christie’s Campaign and New Jersey G.O.P.,Federal prosecutors in New Jersey have issued grand jury subpoenas to Gov. Chris Christie’s re-election campaign and the state Republican Party. The subpoenas are part of a preliminary inquiry into accusations that aides to Mr. Christie shut down access lanes to the George Washington Bridge as political retribution.,center,left
U.S. Attorney Subpoenas Christie’s Campaign and New Jersey G.O.P.,Federal prosecutors in New Jersey have issued grand jury subpoenas to Gov. Chris Christie's re-election campaign and the state Republican Party. The subpoenas are part of a preliminary inquiry into accusations that aides to Mr. Christie shut down access lanes to the George Washington Bridge as political retribution.,center,left
U.S. Attorney Subpoenas Christie’s Campaign and New Jersey G.O.P.,Federal prosecutors in New Jersey have issued grand jury subpoenas to Gov. Chris Christie’s re-election campaign and the state Republican Party. It is part of a preliminary inquiry into accusations that aides to Mr. Christie shut down access lanes to the George Washington Bridge as political retribution.,center,right
U.S. Attorney Subpoenas Christie’s Campaign and New Jersey G.O.P.,Federal prosecutors in New Jersey have issued grand jury subpoenas to Gov. Chris Christie’s re-election campaign and the state Republican Party. The subpoenas are part of a preliminary inquiry into accusations that aides to Christie shut down access lanes to the George Washington Bridge as political retribution.,center,right
U.S. Attorney Subpoenas Christie’s Campaign and New Jersey G.O.P.,Federal prosecutors in New Jersey have issued grand jury subpoenas to Gov. Chris Christie’s re-election campaign and the state Republican Party.,center,right
U.S. Attorney Subpoenas Christie’s Campaign and New Jersey G.O.P.,Prosecutors in New Jersey have issued grand jury subpoenas to Gov. Chris Christie's re-election campaign and the state Republican Party. The subpoenas are part of a preliminary inquiry into accusations that aides to Mr. Christie shut down access lanes to the George Washington Bridge as political retribution.,center,center
U.S. Attorney Subpoenas Christie’s Campaign and New Jersey G.O.P.,Prosecutors in New Jersey have issued grand jury subpoenas to Gov. Chris Christie’s re-election campaign and the state Republican Party. They are part of a preliminary inquiry into accusations that aides to Mr. Christie shut down access lanes to the George Washington Bridge as political retribution.,center,center
U.S. Attorney Subpoenas Christie’s Campaign and New Jersey G.O.P.,Prosecutors in New Jersey have issued grand jury subpoenas to Gov. Chris Christie’s re-election campaign and the state Republican Party.,center,center
nan,"Rep. Raúl R. Labrador, a Republican of Idaho, jumped into the race for House majority leader on Friday. Labrador is offering himself as the more conservative alternative who could pull the House rightward.",left,left
nan,"Rep. Raúl R. Labrador, a Republican of Idaho, jumped into the race for House majority leader on Friday. Labrador is a former immigration lawyer elected in the Tea Party wave of 2010.",center,left
nan,"Rep. Raúl R. Labrador, a Republican of Idaho, jumped into the race for House majority leader on Friday. Labrador is offering himself as the more conservative alternative.",left,left
nan,"Rep. Raúl R. Labrador, a Republican of Idaho, jumped into the race for House majority leader on Friday. Labrador is offering himself as the more conservative alternative who could pull the House rightward.",left,right
nan,"Rep. Raúl R. Labrador, a Republican of Idaho, jumped into the race for House majority leader on Friday. Mr. Labrador is offering himself as the more conservative alternative.",left,right
nan,"Rep. Raúl R. Labrador, a Republican of Idaho, jumped into the race for House majority leader on Friday. Mr. Labrador has barely served two terms in Congress.",center,right
nan,"Rep. Raúl R. Labrador, a Republican of Idaho, jumped into the race for House majority leader. Labrador is a former immigration lawyer elected in the Tea Party wave of 2010.",center,center
nan,"Rep. Raúl R. Labrador, a Republican of Idaho, jumped into the race for House majority leader. Labrador is offering himself as the more conservative alternative who could pull the House rightward.",left,center
nan,"Rep. Raúl R. Labrador, a Republican of Idaho, jumped into the race for House majority leader. Labrador is offering himself as the more conservative alternative.",left,center
Raul Labrador To Run for House Majority Leader,"Raul Labrador, a two-term Republican congressman from Idaho, will run for the No. 2 job in the House of Representatives. Labrador will challenge House Majority Whip Kevin McCarthy (R-Calif.) for the position of House majority leader.",left,left
Raul Labrador To Run for House Majority Leader,"Raul Labrador, a two-term Republican congressman from Idaho, will run for the No. 2 job in the House. The former immigration attorney stepped forward to run after a number of other conservative House Republicans declined to.",center,left
Raul Labrador To Run for House Majority Leader,"Raul Labrador, a two-term Republican congressman from Idaho, will run for the No. 2 job in the House. The former immigration attorney stepped forward after a number of other conservative House Republicans declined to.",center,left
Raul Labrador To Run for House Majority Leader,"Raul Labrador, a two-term Republican congressman from Idaho, said Friday he would run for the No. 2 job in the House of Representatives. Labrador will challenge House Majority Whip Kevin McCarthy for the position of House majority leader. McCarthy, 49, began gathering commitments from other House Republicans on Wednesday.",center,right
Raul Labrador To Run for House Majority Leader,"Raul Labrador, a two-term Republican congressman from Idaho, said Friday he would run for the No. 2 job in the House. Labrador, 46, is a Mormon father of five, tea party congressman and Puerto Rican-born only child of a single mother.",center,right
Raul Labrador To Run for House Majority Leader,"Raul Labrador, a two-term Republican congressman from Idaho, said Friday he would run for the No. 2 job in the House of Representatives. Labrador will challenge House Majority Whip Kevin McCarthy (R-Calif.) for the position of House majority leader.",center,right
Raul Labrador To Run for House Majority Leader,"Raul Labrador, a 46-year-old Mormon father of five, will challenge House Majority Whip Kevin McCarthy. McCarthy, 49, began gathering commitments from other House Republicans on Wednesday. The election is Thursday -- leaving little time for Labrador to build momentum and peel off votes from McCarthy.",center,center
Raul Labrador To Run for House Majority Leader,"Raul Labrador, a 46-year-old Mormon father of five, will challenge House Majority Whip Kevin McCarthy. McCarthy, 49, began gathering commitments from other House Republicans on Wednesday, the day after then-Majority Leader Eric Cantor (R-Va.) suffered a stunning loss.",center,center
Raul Labrador To Run for House Majority Leader,"Raul Labrador, a 46-year-old Mormon father of five, will challenge House Majority Whip Kevin McCarthy. McCarthy, 49, began gathering commitments from other House Republicans on Wednesday. The election is Thursday -- leaving little time for Labrador to build momentum and peel off votes.",center,center
Democratic Senate Candidate Faces Harsh Criticism Over Farmer Comments,Rep. Bruce Braley (D-Iowa) is running to succeed retiring Sen. Tom Harkin. Braley made the comments at a January fundraiser in Texas. The Iowa Republican Party and a number of Braley's potential Republican opponents condemned his remarks.,left,left
Democratic Senate Candidate Faces Harsh Criticism Over Farmer Comments,Rep. Bruce Braley (D-Iowa) is running to succeed retiring Sen. Tom Harkin. Braley made the comments at a January fundraiser in Texas. The Iowa Republican Party and a number of Braley's potential GOP opponents condemned his remarks.,left,left
Democratic Senate Candidate Faces Harsh Criticism Over Farmer Comments,Rep. Bruce Braley (D-Iowa) is running to succeed retiring Sen. Tom Harkin. Braley made the comments at a January fundraiser in Texas.,left,left
Democratic Senate Candidate Faces Harsh Criticism Over Farmer Comments,Rep. Bruce Braley (D-Iowa) is running to succeed retiring Sen. Tom Harkin. Braley made the comments at a January fundraiser in Texas. He apologized to Grassley in person.,left,right
Democratic Senate Candidate Faces Harsh Criticism Over Farmer Comments,Rep. Bruce Braley (D-Iowa) is running to succeed retiring Sen. Tom Harkin. Braley made the comments at a January fundraiser in Texas.,left,right
Democratic Senate Candidate Faces Harsh Criticism Over Farmer Comments,Rep. Bruce Braley (D-Iowa) is running to succeed retiring Sen. Tom Harkin. Braley made the comments at a January fundraiser in Texas.,left,right
Democratic Senate Candidate Faces Harsh Criticism Over Farmer Comments,Rep. Bruce Braley (D-Iowa) made the comments at a January fundraiser. Braley is running to succeed retiring Sen. Tom Harkin.,left,center
Democratic Senate Candidate Faces Harsh Criticism Over Farmer Comments,Rep. Bruce Braley (D-Iowa) made the comments at a January fundraiser. Braley is running to succeed retiring Sen. Tom Harkin (D) in the Senate.,left,center
Democratic Senate Candidate Faces Harsh Criticism Over Farmer Comments,Rep. Bruce Braley (D-Iowa) made the comments at a January fundraiser. Braley is running to succeed retiring Sen. Tom Harkin (D),left,center
Eric Holder Hears From The People Of Ferguson Face To Face,"Attorney General Eric Holder says he understands ""the mistrust"" between some residents and the police. Holder: ""I am the attorney general of the United States, but I am also a black man"" Holder: The issues raised by Michael Brown's death have simmered ""beneath the surface"" in more communities than just Ferguson.",left,left
Eric Holder Hears From The People Of Ferguson Face To Face,"Attorney General Eric Holder says he understands ""the mistrust"" between some residents and the police. Holder: ""I am the attorney general of the United States, but I am also a black man"" Holder: The issues raised by Michael Brown's death have simmered “beneath the surface in more communities than just Ferguson.",left,left
Eric Holder Hears From The People Of Ferguson Face To Face,"Attorney General Eric Holder says he understands ""the mistrust"" between some residents and the police. Holder: ""I am the attorney general of the United States, but I am also a black man"" Holder: The issues raised by Michael Brown's death have simmered “beneath the surface in more communities than just Ferguson""",left,left
Eric Holder Hears From The People Of Ferguson Face To Face,"Attorney General Eric Holder met with students at St. Louis Community College–Florissant Valley. Holder told the students he understands ""the mistrust"" between some residents and the police. Holder also met with community members at Drake's Place restaurant in Ferguson.",right,right
Eric Holder Hears From The People Of Ferguson Face To Face,"Attorney General Eric Holder met with students at St. Louis Community College–Florissant Valley. Holder told the students he understands ""the mistrust"" between some residents and the police. Holder also met with residents at Drake's Place restaurant in Ferguson.",right,right
Eric Holder Hears From The People Of Ferguson Face To Face,"Attorney General Eric Holder met with students at St. Louis Community College–Florissant Valley. Holder told the students he understands ""the mistrust"" between some residents and the police. Holder also met with other community members at Drake's Place restaurant.",right,right
Eric Holder Hears From The People Of Ferguson Face To Face,"Attorney General Eric Holder says he understands ""the mistrust"" between some residents and police. Holder: ""I am the attorney general of the United States, but I am also a black man"" Holder: Issues raised by Michael Brown's death have simmered ""beneath the surface"" in more communities than just Ferguson.",left,center
Eric Holder Hears From The People Of Ferguson Face To Face,"Attorney General Eric Holder says he understands ""the mistrust"" between some residents and police. Holder: ""I am the attorney general of the United States, but I am also a black man"" The issues raised by Michael Brown's death have simmered ""beneath the surface"" in more communities than just Ferguson.",center,center
Eric Holder Hears From The People Of Ferguson Face To Face,"Attorney General Eric Holder says he understands ""the mistrust"" between some residents and police. Holder: ""I am the attorney general of the United States, but I am also a black man"" The issues raised by Michael Brown's death have simmered “beneath the surface in more communities than just Ferguson.",center,center
Prominent Republicans call for Ariz. Gov. Jan Brewer to veto bill allowing denial of service to gays,Gov. Jan Brewer has not said how she'll act on the controversial bill. The bill would allow businesses to deny service to gays. Mitt Romney is the latest prominent voice to urge Brewer to veto the bill.,left,left
Prominent Republicans call for Ariz. Gov. Jan Brewer to veto bill allowing denial of service to gays,Gov. Jan Brewer has not said how she'll act on the controversial bill. The bill would allow businesses to deny service to gays. Mitt Romney is the latest prominent voice urging Brewer to veto the bill.,left,left
Prominent Republicans call for Ariz. Gov. Jan Brewer to veto bill allowing denial of service to gays,Gov. Jan Brewer has not said how she'll act on the controversial bill. The bill would allow businesses to deny service to gays. Mitt Romney is the latest prominent voice to call for a veto.,left,left
Prominent Republicans call for Ariz. Gov. Jan Brewer to veto bill allowing denial of service to gays,The Arizona Legislature passed a bill last week allowing businesses whose owners cite sincerely held religious beliefs to deny service to gays. Former GOP presidential nominee Mitt Romney was the latest prominent voice to weigh in and urge Brewer to veto the bill. Brewer will likely spend the next day or more pondering Senate Bill 1062.,right,right
Prominent Republicans call for Ariz. Gov. Jan Brewer to veto bill allowing denial of service to gays,The Arizona Legislature passed a bill last week allowing businesses whose owners cite sincerely held religious beliefs to deny service to gays. Former GOP presidential nominee Mitt Romney was the latest prominent voice to urge Brewer to veto the bill. Brewer will likely spend the next day or more pondering Senate Bill 1062.,right,right
Prominent Republicans call for Ariz. Gov. Jan Brewer to veto bill allowing denial of service to gays,The Arizona Legislature passed a bill last week allowing businesses whose owners cite sincerely held religious beliefs to deny service to gays. The legislation has caused a national uproar. Former GOP presidential nominee Mitt Romney was the latest prominent voice to weigh in and urge Brewer to veto the bill.,right,right
Prominent Republicans call for Ariz. Gov. Jan Brewer to veto bill allowing denial of service to gays,Gov. Jan Brewer is expected to sign or veto Senate Bill 1062. Bill would allow businesses to deny service to gays if they cite sincerely held religious beliefs. Mitt Romney is the latest prominent voice to urge Brewer to veto the bill. The bill has caused a national uproar.,right,center
Prominent Republicans call for Ariz. Gov. Jan Brewer to veto bill allowing denial of service to gays,Gov. Jan Brewer is expected to sign or veto Senate Bill 1062. Bill would allow businesses to deny service to gays if they cite sincerely held religious beliefs. Mitt Romney is the latest prominent voice to urge Brewer to veto the bill.,right,center
Prominent Republicans call for Ariz. Gov. Jan Brewer to veto bill allowing denial of service to gays,Gov. Jan Brewer is expected to sign or veto Senate Bill 1062. Bill would allow businesses to deny service to gays if they cite sincerely held religious beliefs. Mitt Romney is the latest prominent voice calling for Brewer to veto the bill.,right,center
GOP Staffer Apologizes For Lecturing Obama Daughters To 'Show A Little Class',"Elizabeth Lauten, the communications director for Rep. Stephen Fincher (R-Tenn.), wrote that the two teenagers should ""try showing a little class"" The First Daughters join President Obama at the ceremony every year, where they can hardly contain their disdain for the lame dad jokes that predictably follow.",left,left
GOP Staffer Apologizes For Lecturing Obama Daughters To 'Show A Little Class',"Elizabeth Lauten, the communications director for Rep. Stephen Fincher (R-Tenn.), wrote that the two teenagers should ""try showing a little class"" Malia even declined her father's offer to pet one of the pardoned turkeys with a nonchalant, ""Nah""",left,left
GOP Staffer Apologizes For Lecturing Obama Daughters To 'Show A Little Class',"Elizabeth Lauten, the communications director for Rep. Stephen Fincher (R-Tenn.), wrote that the two teenagers should ""try showing a little class"" The First Daughters join President Obama at the ceremony every year, where they can hardly contain their disdain for the lame dad jokes.",left,left
GOP Staffer Apologizes For Lecturing Obama Daughters To 'Show A Little Class',"Elizabeth Lauten, the communications director for Rep. Stephen Fincher (R-Tenn.), wrote that the two teenagers should ""try showing a little class"" The First Daughters join President Obama at the ceremony every year, where they can hardly contain their disdain.",left,right
GOP Staffer Apologizes For Lecturing Obama Daughters To 'Show A Little Class',"Elizabeth Lauten, the communications director for Rep. Stephen Fincher (R-Tenn.), wrote that the two teenagers should ""try showing a little class"" The First Daughters join President Obama at the ceremony every year.",left,right
GOP Staffer Apologizes For Lecturing Obama Daughters To 'Show A Little Class',"Elizabeth Lauten, the communications director for Rep. Stephen Fincher (R-Tenn.), wrote that the two teenagers should ""try showing a little class"" The First Daughters join President Obama at the annual turkey pardon ceremony every year.",left,right
GOP Staffer Apologizes For Lecturing Obama Daughters To 'Show A Little Class',"Elizabeth Lauten, the communications director for Rep. Stephen Fincher (R-Tenn.), wrote that the two teenagers should ""try showing a little class"" The First Daughters join President Obama at the ceremony every year, where they can hardly contain their disdain for the lame dad jokes.",left,center
GOP Staffer Apologizes For Lecturing Obama Daughters To 'Show A Little Class',"Elizabeth Lauten, the communications director for Rep. Stephen Fincher (R-Tenn.), wrote that the two teenagers should ""try showing a little class"" The First Daughters join President Obama at the ceremony every year, where they can hardly contain their disdain.",left,center
